S0,m,r,T,corp,omega,alpha,beta,theta,lambda,sigma,V
105.678256439255,1.0275760880477,0.05,0.159367804830498,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.678256439255,1.0275760880477,0.05,0.159367804830498,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,2.91419290429613
105.678256439255,0.924331919902542,0.05,0.837088498646965,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,7.99647077280522
105.678256439255,0.924331919902542,0.05,0.837088498646965,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.678256439255,1.16764361271967,0.05,0.67797603993147,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.678256439255,1.16764361271967,0.05,0.67797603993147,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,17.7162846953927
105.678256439255,0.819272491000095,0.05,0.712866712480946,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,19.0989680417197
105.678256439255,0.819272491000095,0.05,0.712866712480946,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.678256439255,1.00026725053615,0.05,0.521260683353304,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.678256439255,1.00026725053615,0.05,0.521260683353304,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0.0282425706930525
105.678256439255,1.0087662866001,0.05,0.729465730313198,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.678256439255,1.0087662866001,0.05,0.729465730313198,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0.926405883345581
105.464481623524,0.942167647122095,0.05,0.406763989020371,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,6.099259117337
